source	target	effect_mean	delta	baseline_expr	composition_shift	n_cells
CREB1	RPL14	-0.0149892171223958	1.8001525615974572	105.15598455598456	0.0	2713.0
CREB1	RPL18	-0.0001576741536458	0.5251012926464398	63.942277992277994	0.0	2713.0
CREB1	RPL27A	0.0051631927490234	0.09466393754082958	118.25550193050192	0.0	2713.0
CREB1	RPL32	0.0022226969401041	1.5219256774546182	132.5245173745174	0.0	2713.0
CREB1	RPLP2	-0.0021572113037109	-0.18219181347637914	177.06940154440156	0.0	2713.0
CREB1	RPS2	0.0147965749104817	4.992958399924817	262.54555984555986	0.0	2713.0
CREB1	RPS4X	0.0014947255452473	0.8612023191639793	68.32567567567568	0.0	2713.0
CREB1	RPS5	0.003115971883138	1.118943005719629	126.7199806949807	0.0	2713.0
E2F4	FTL	0.0015621185302734	23.085241676986925	307.7414092664092	0.0	1696.0
E2F4	MT-ND4	-0.0055904388427734	3.7808265644350456	162.36245173745172	0.0	1696.0
E2F4	RPL32	-0.0006046295166015	4.105789229256175	132.5245173745174	0.0	1696.0
E2F4	RPL34	-0.008520762125651	0.8596015152618932	50.40926640926641	0.0	1696.0
E2F4	RPL37A	-0.0052159627278645	2.265849694033662	70.2135135135135	0.0	1696.0
E2F4	RPS5	0.006561279296875	4.607259871057039	126.7199806949807	0.0	1696.0
EGR1	MRPL13	-0.0076344807942708	0.09933174933174937	1.8237451737451738	0.0	2275.0
EGR1	RPL13A	0.0015118916829427	2.5232863082863446	128.47055984555982	0.0	2275.0
EGR1	RPL26	0.0019842783610026	0.8266112266112273	47.10965250965251	0.0	2275.0
EGR1	RPL37A	0.0009167989095052	0.8370359370359353	70.2135135135135	0.0	2275.0
EGR1	RPS8	-0.0027294158935546	2.8968265518265355	134.64295366795366	0.0	2275.0
ELK1	HBG2	0.0152308146158854	7.99169728769067	316.3160231660231	0.0	2733.0
ELK1	MRPL13	0.0115769704182942	0.03977476771110133	1.8237451737451738	0.0	2733.0
ELK1	RPL37A	0.0021197001139322	0.011513928857510791	70.2135135135135	0.0	2733.0
ELK1	RPS4X	0.0082778930664062	2.3084260440462145	68.32567567567568	0.0	2733.0
ELK1	RPS5	0.014712651570638	4.324658895213247	126.7199806949807	0.0	2733.0
ETS1	BLVRB	-0.0318768819173177	0.6145207507315114	15.997586872586872	0.0	1784.0
ETS1	HBG2	-0.0060024261474609	-2.384969354363875	316.3160231660231	0.0	1784.0
ETS1	RPL32	0.0027478535970052	4.228285316065552	132.5245173745174	0.0	1784.0
ETS1	RPS5	0.0034866333007812	3.9560282736291583	126.7199806949807	0.0	1784.0
GABPA	MRPL13	-0.0335127512613932	0.0633835391261135	1.8237451737451738	0.0	2020.0
GABPA	RPL11	-5.404154459635402e-05	2.828747276272054	138.94749034749034	0.0	2020.0
GABPA	RPL14	-0.0234883626302083	2.3489659390649678	105.15598455598456	0.0	2020.0
GABPA	RPL18	-0.009134292602539	0.6547517106922953	63.942277992277994	0.0	2020.0
GABPA	RPLP2	0.0020033518473307	2.060796475400423	177.06940154440156	0.0	2020.0
IRF1	BLVRB	-0.0368665059407552	0.8355087051592065	15.997586872586872	0.0	1402.0
IRF1	RPL14	-0.0348135630289713	3.283387769265076	105.15598455598456	0.0	1402.0
IRF1	RPL18	0.0015824635823567	1.5719873429573852	63.942277992277994	0.0	1402.0
IRF1	RPL34	0.0014362335205078	0.7419461442286064	50.40926640926641	0.0	1402.0
YY1	HBG2	-0.0021305084228515	-32.90328495137919	316.3160231660231	0.0	1994.0
YY1	RPL32	0.0024000803629557	-4.151899520956704	132.5245173745174	0.0	1994.0
YY1	RPS8	-0.0008926391601562	-5.406243537562489	134.64295366795366	0.0	1994.0
