source	target	effect_mean	delta	baseline_expr	composition_shift	n_cells
CREB1	RPL14	0.0	-1.7371876753595785	41.8328509406657	0.0	1568.0
CREB1	RPL18	0.0	-2.549871526034451	64.43762662807526	0.0	1568.0
CREB1	RPL27A	0.0	-5.535787013792486	118.43502170767003	0.0	1568.0
CREB1	RPL32	0.0	-5.542347307953577	129.48494934876987	0.0	1568.0
CREB1	RPLP2	0.0	-7.905697709619318	147.31577424023155	0.0	1568.0
CREB1	RPS2	0.0	-6.201329041023087	106.51765557163532	0.0	1568.0
CREB1	RPS4X	0.0	-2.3106208836646047	56.60781476121562	0.0	1568.0
CREB1	RPS5	0.0	-3.448250095986296	90.54008683068017	0.0	1568.0
E2F4	FTL	-6.357828776041667e-07	8.839855971332128	247.91490593342982	0.0	840.0
E2F4	MT-ND4	4.641215006510417e-05	-4.5899920749776015	134.6697539797395	0.0	840.0
E2F4	RPL32	-0.0005276997884114	-1.2528064916270125	129.48494934876987	0.0	840.0
E2F4	RPL34	0.0022093454996744	-2.2958944938322574	51.63994211287988	0.0	840.0
E2F4	RPL37A	0.0016244252522786	-1.7026669423196097	69.07409551374819	0.0	840.0
E2F4	RPS5	-0.000644048055013	0.0003893597960313855	90.54008683068017	0.0	840.0
EGR1	MRPL13	0.0	0.1132348261179621	1.131548480463097	0.0	1246.0
EGR1	RPL13A	0.0	-3.358061106684673	72.30188133140376	0.0	1246.0
EGR1	RPL26	0.0	-1.5998785113811351	68.65846599131693	0.0	1246.0
EGR1	RPL37A	0.0	-2.5805160594945846	69.07409551374819	0.0	1246.0
EGR1	RPS8	0.0	-4.0104631201900816	133.93502170767002	0.0	1246.0
ELK1	HBG2	0.0	-2.996429205915078	70.0561505065123	0.0	1507.0
ELK1	MRPL13	0.0	0.029035461142742358	1.131548480463097	0.0	1507.0
ELK1	RPL37A	0.0	-3.227380185281035	69.07409551374819	0.0	1507.0
ELK1	RPS4X	0.0	-0.8606349337438246	56.60781476121562	0.0	1507.0
ELK1	RPS5	0.0	-2.256742437846711	90.54008683068017	0.0	1507.0
ETS1	BLVRB	0.0	-0.4311383763759782	11.40781476121563	0.0	1029.0
ETS1	HBG2	0.0	0.1974938083565121	70.0561505065123	0.0	1029.0
ETS1	RPL32	0.0	-5.804677239926335	129.48494934876987	0.0	1029.0
ETS1	RPS5	0.0	-3.1358108345674225	90.54008683068017	0.0	1029.0
GABPA	MRPL13	-0.0070737202962239	0.020199175120875434	1.131548480463097	0.0	1173.0
GABPA	RPL11	-0.0032901763916015	-4.220375600060706	119.59377713458755	0.0	1173.0
GABPA	RPL14	0.0132115681966145	-2.4620069508958835	41.8328509406657	0.0	1173.0
GABPA	RPL18	0.0057430267333984	-2.830636005739379	64.43762662807526	0.0	1173.0
GABPA	RPLP2	-0.0034891764322916	-8.673830506216206	147.31577424023155	0.0	1173.0
IRF1	BLVRB	0.0047607421875	0.6549158660906436	11.40781476121563	0.0	813.0
IRF1	RPL14	0.0034332275390625	-0.12313384349472756	41.8328509406657	0.0	813.0
IRF1	RPL18	0.0002015431722005	-0.11044335624255552	64.43762662807526	0.0	813.0
IRF1	RPL34	0.0001513163248697	-0.686682580284554	51.63994211287988	0.0	813.0
YY1	HBG2	0.0086828867594401	-10.591344681269582	70.0561505065123	0.0	824.0
YY1	RPL32	0.0089111328125	-11.340531873041726	129.48494934876987	0.0	824.0
YY1	RPS8	0.0127639770507812	-12.61099258145643	133.93502170767002	0.0	824.0
